time,open,high,low,close,EMA 20,EMA 50,Swing High,Swing Low,Bullish BOS,Bearish BOS
1754556600,0.06001,0.06006,0.06001,0.06006,0.06019438561233233,0.060520556515971935,0,0,0,0
1754556900,0.06006,0.06006,0.06001,0.06005,0.06018063460163401,0.060502103319267156,0,0,0,0
1754557200,0.06005,0.06005,0.05993,0.05995,0.06015866940147839,0.06048045220870766,0,0,0,0
1754557500,0.05995,0.06007,0.0599,0.05996,0.060139748506099495,0.06046004231817011,0,1,0,0
1754557800,0.05996,0.06007,0.05992,0.05998,0.06012453436266145,0.060441217129222256,0,0,0,0
1754558100,0.05998,0.06,0.05994,0.05998,0.060110769185265124,0.06042313018297825,0,0,0,0
1754558400,0.05998,0.06007,0.05998,0.06006,0.060105934024763684,0.06040888978364577,0,0,0,0
1754558700,0.06006,0.06183,0.06006,0.06145,0.06023394030811952,0.0604497176352675,0,0,0,0
1754559000,0.06145,0.0619,0.06076,0.0609,0.060297374564489095,0.06046737576721779,0,0,0,0
1754559300,0.0609,0.06092,0.06026,0.06032,0.060299529367871085,0.060461596325366115,0,0,0,0
1754559600,0.06032,0.06038,0.06023,0.06025,0.060294812285216694,0.06045329843025372,0,0,0,0
1754559900,0.06025,0.06111,0.06001,0.06095,0.060357211115196055,0.060472776923184944,0,0,0,0
1754560200,0.06095,0.0628,0.06063,0.06243,0.06055461958041548,0.06054953076933455,0,0,0,0
1754560500,0.06243,0.06245,0.06193,0.06206,0.06069798914418543,0.06060876485681163,0,0,0,0
1754560800,0.06206,0.06257,0.06197,0.06227,0.06084770446378682,0.0606739113330151,0,0,0,0
1754561100,0.06227,0.06483,0.06217,0.06471,0.06121554213390236,0.06083218931995568,0,0,0,0
1754561400,0.06471,0.06564,0.06448,0.06548,0.06162168097829261,0.061014456405447615,0,0,0,0
1754561700,0.06548,0.06654,0.06488,0.06634,0.062071044694645694,0.061223301252292806,0,0,0,0
1754562000,0.06634,0.0677,0.06564,0.06642,0.06248523091420325,0.06142709336004603,0,0,0,0
1754562300,0.06642,0.06772,0.06577,0.06715,0.06292949463666009,0.061651521071416776,0,0,0,0
1754562600,0.06715,0.06956,0.06686,0.06936,0.06354192371888294,0.06195381436273376,0,0,0,0
1754562900,0.06936,0.07353,0.06925,0.07246,0.06439126431708457,0.06236582164262656,0,0,0,0
1754563200,0.07246,0.07523,0.07059,0.0723,0.06514447723926699,0.06275539726448434,1,0,0,0
1754563500,0.0723,0.0724,0.06992,0.07039,0.06564405083552727,0.06305479345019084,0,0,0,0
1754563800,0.07039,0.07219,0.06816,0.06975,0.0660350936130961,0.0633173505697912,0,0,0,0
1754564100,0.06975,0.0704,0.06927,0.06994,0.06640698945946791,0.06357706231215232,0,0,0,0
1754564400,0.06994,0.07141,0.06966,0.0711,0.06685394284428049,0.06387207947638164,0,0,0,0
1754564700,0.0711,0.07181,0.07064,0.07142,0.06728880543053949,0.06416807635966079,0,0,0,0
1754565000,0.07142,0.07151,0.071,0.07124,0.06766510967525001,0.06444540669849762,0,0,0,0
1754565300,0.07124,0.07158,0.07093,0.07156,0.06803605161094048,0.06472441035738007,0,0,0,0
1754565600,0.07156,0.07248,0.07143,0.07228,0.0684402371718033,0.06502070799042399,0,0,0,0
1754565900,0.07228,0.07366,0.0709,0.07155,0.06873640506020298,0.06527675865746618,0,0,0,0
1754566200,0.07155,0.07521,0.07146,0.07494,0.06932722362589794,0.06565570929834987,0,0,0,0
1754566500,0.07494,0.07684,0.07476,0.07523,0.06988939280438385,0.06603117167880673,0,0,0,0
1754566800,0.07523,0.07574,0.07351,0.07502,0.0703780220611092,0.06638367475022608,0,0,0,0
1754567100,0.07502,0.07744,0.07448,0.07564,0.07087916281719404,0.06674666789727604,1,0,0,0
1754567400,0.07564,0.07592,0.07205,0.07282,0.07106400445365176,0.06698483778365737,0,0,0,0
1754567700,0.07282,0.07282,0.07067,0.07218,0.07117028974378016,0.06718856963527865,0,0,0,0
1754568000,0.07218,0.07388,0.0716,0.07362,0.07140359548246776,0.06744078259075792,0,0,0,0
1754568300,0.07362,0.07644,0.07325,0.07585,0.07182706257937559,0.0677705558224929,0,0,0,0
1754568600,0.07585,0.07593,0.07131,0.07203,0.07184638995276839,0.06793759284906181,0,0,0,0
1754568900,0.07203,0.07321,0.06928,0.07035,0.07170387662393331,0.06803219705105938,0,0,0,0
1754569200,0.07035,0.07048,0.06823,0.06938,0.07148255504070157,0.0680850520686649,0,0,0,0
1754569500,0.06938,0.07,0.06895,0.06918,0.07126326408444428,0.06812799120322706,0,0,0,0
1754569800,0.06918,0.0698,0.06882,0.06958,0.07110295321925911,0.06818493272466913,0,0,0,0
1754570100,0.06958,0.07037,0.06921,0.0699,0.07098838624599633,0.0682521902648782,0,0,0,0
1754570400,0.0699,0.071,0.06978,0.07012,0.07090568279399669,0.06832543770547121,0,0,0,0
1754570700,0.07012,0.07037,0.06822,0.06886,0.0707108558612351,0.06834640093270763,0,0,0,0
1754571000,0.06886,0.07058,0.06883,0.06986,0.0706298219696889,0.06840575775887596,0,0,0,0
1754571300,0.06986,0.07013,0.06948,0.06955,0.07052698178209947,0.06845063000362592,0,0,0,0
1754571600,0.06955,0.0701,0.06919,0.06968,0.07044631685047095,0.06849884059171901,0,0,0,0
1754571900,0.06968,0.06977,0.0685,0.06906,0.07031428667423563,0.06852084684302415,0,0,0,0
1754572200,0.06906,0.06921,0.0676,0.06853,0.0701443546100227,0.06852120579035653,0,1,0,0
1754572500,0.06853,0.06868,0.06827,0.06859,0.06999632083763958,0.06852390360249941,0,0,0,0
1754572800,0.06859,0.06913,0.06767,0.06793,0.069799528376912,0.06850061326514649,0,0,0,0
1754573100,0.06793,0.06835,0.06793,0.06828,0.06965481138863466,0.06849196176455251,0,0,0,0
1754573400,0.06828,0.06889,0.06793,0.06855,0.06954959125638374,0.06849423777378574,0,0,0,0
1754573700,0.06855,0.06988,0.06831,0.06952,0.06954677304149005,0.0685344637434412,1,0,0,0
1754574000,0.06952,0.06976,0.06925,0.06933,0.06952612798991957,0.06856566124369841,0,0,0,0
1754574300,0.06933,0.06939,0.06904,0.06925,0.06949983008611771,0.06859249805767102,0,0,0,0
1754574600,0.06925,0.06936,0.06883,0.06897,0.06944937007791602,0.06860730205540941,0,0,0,0
1754574900,0.06897,0.06925,0.0687,0.06879,0.06938657292763831,0.06861446668068748,0,0,0,0
1754575200,0.06879,0.06906,0.06823,0.06849,0.069301185029768,0.068609585634386,0,0,0,0
1754575500,0.06849,0.06871,0.0681,0.06847,0.06922202455074247,0.06860411168793949,0,1,0,0
1754575800,0.06847,0.06904,0.0683,0.06901,0.06920183173638604,0.06862002887664775,0,0,0,0
1754576100,0.06901,0.07014,0.0689,0.06988,0.06926641919006356,0.06866943950893607,0,0,0,0
1754576400,0.06988,0.06996,0.06919,0.06931,0.06927056974339084,0.06869455952819348,0,0,0,0
1754576700,0.06931,0.06963,0.06918,0.06943,0.06928575357735361,0.06872340033100942,0,0,0,0
1754577000,0.06943,0.06971,0.06923,0.06963,0.06931853895093898,0.06875895325920513,0,0,0,0
1754577300,0.06963,0.0698,0.06895,0.06895,0.0692834400032305,0.0687664452882559,0,0,0,0
1754577600,0.06895,0.06976,0.06895,0.06937,0.06929168381244664,0.06879011410048116,0,0,0,0
1754577900,0.06937,0.07058,0.06932,0.07041,0.06939819011602315,0.0688536390377172,0,0,0,0
1754578200,0.07041,0.07123,0.06952,0.07,0.06945550534306856,0.06889859436957142,1,0,0,0
1754578500,0.07,0.07045,0.06992,0.07013,0.06951974292944298,0.06894688478645097,0,0,0,0
1754578800,0.07013,0.07062,0.06756,0.06863,0.06943500550759127,0.06893445793208035,0,1,0,0
1754579100,0.06863,0.06963,0.06863,0.06897,0.06939071926877305,0.06893585173866543,0,0,0,0
1754579400,0.06897,0.06902,0.06845,0.06873,0.069327793624128,0.06892777912146286,0,0,0,0
1754579700,0.06873,0.0695,0.06839,0.0695,0.0693441942313539,0.0689502191559153,0,0,0,0
1754580000,0.0695,0.07097,0.06941,0.07084,0.06948665192360591,0.0690243282086245,0,0,0,0
1754580300,0.07084,0.07111,0.06957,0.07025,0.06955935174040535,0.0690723937690706,0,0,0,0
1754580600,0.07025,0.07125,0.07015,0.07114,0.06970988966989056,0.06915347636636195,0,0,0,0
1754580900,0.07114,0.0719,0.07093,0.0719,0.06991847160609145,0.06926118317552422,0,0,0,0
1754581200,0.0719,0.07208,0.07119,0.07148,0.0700671885959875,0.06934819560001347,0,0,0,0
1754581500,0.07148,0.07193,0.07132,0.07177,0.07022936111065535,0.06944316832158157,0,0,0,0
1754581800,0.07177,0.07371,0.07158,0.0728,0.0704741838620215,0.06957480877955877,1,0,0,0
1754582100,0.0728,0.07356,0.07095,0.07182,0.07060235682754326,0.06966285549408588,0,0,0,0
1754582400,0.07182,0.0731,0.07167,0.07181,0.07071737046301534,0.06974705723941585,0,0,0,0
1754582700,0.07181,0.07199,0.07071,0.0717,0.07081095422844244,0.06982364323002699,0,1,0,0
1754583000,0.0717,0.07198,0.0712,0.07142,0.07086895858763839,0.06988624545630044,0,0,0,0
1754583300,0.07142,0.07209,0.07081,0.07141,0.07092048634119665,0.06994600053644552,0,0,0,0
1754583600,0.07141,0.07186,0.07075,0.0713,0.07095663049917791,0.06999909855462413,0,0,0,0
1754583900,0.0713,0.07668,0.0713,0.07385,0.07123218949925621,0.07015011429758004,1,0,0,0
1754584200,0.07385,0.07509,0.07365,0.07443,0.07153674288027942,0.07031795295257691,0,0,0,0
1754584500,0.07443,0.0753,0.07388,0.07498,0.07186467212977662,0.07050077832698566,0,0,1,0
1754584800,0.07498,0.07523,0.07372,0.07405,0.07207279859360742,0.07063996349063328,0,0,1,0
1754585100,0.07405,0.07498,0.07367,0.07459,0.07231253206088291,0.07079486688315748,0,0,1,0
1754585400,0.07459,0.07521,0.07363,0.07439,0.07251038615032263,0.07093585249558267,0,0,1,0
1754585700,0.07439,0.07474,0.07387,0.07417,0.07266844461219667,0.07106268180948139,0,0,0,0
1754586000,0.07417,0.07674,0.07399,0.07634,0.07301811655389222,0.07126963546401154,0,0,0,0
1754586300,0.07634,0.07634,0.07323,0.07528,0.0732335340249501,0.07142690466150128,0,1,0,0
1754586600,0.07528,0.0759,0.0742,0.07535,0.0734351022130501,0.07158075153752085,0,0,0,0
1754586900,0.07535,0.07695,0.07463,0.07663,0.07373937819275961,0.07177876128114748,0,0,0,0
1754587200,0.07663,0.07783,0.07448,0.07538,0.07389562788868727,0.07191998632894561,1,0,0,0
1754587500,0.07538,0.07666,0.07529,0.07563,0.07406080618500277,0.07206547706114383,0,0,0,0
1754587800,0.07563,0.07577,0.07489,0.07539,0.07418739607214536,0.07219585050972642,0,0,0,0
1754588100,0.07539,0.07601,0.0749,0.07601,0.07436097739860771,0.07234542499954107,0,0,0,0
1754588400,0.07601,0.07751,0.07595,0.07687,0.07459993193207365,0.07252285931328456,0,0,1,0
1754588700,0.07687,0.07759,0.07617,0.0765,0.07478089079568569,0.07267882561472438,0,0,0,0
1754589000,0.0765,0.07667,0.07538,0.07634,0.07492937738657277,0.07282240108081363,0,0,0,0
1754589300,0.07634,0.07655,0.07586,0.07648,0.07507705573070869,0.07296583633254643,0,0,0,0
1754589600,0.07648,0.07732,0.07605,0.07665,0.07522685994683168,0.07311031333911323,0,0,0,0
1754589900,0.07665,0.07727,0.0753,0.07576,0.07527763518999056,0.07321422261993232,0,0,0,0
1754590200,0.07576,0.07608,0.07465,0.07556,0.07530452707665812,0.0733062138897389,0,1,0,0
1754590500,0.07556,0.07637,0.07525,0.07555,0.07532790545030973,0.073394205501906,0,0,0,0
1754590800,0.07555,0.07582,0.07493,0.07555,0.075349057312185,0.07347874646261558,0,0,0,0
1754591100,0.07555,0.07575,0.0753,0.07572,0.07538438518721499,0.07356663875819928,0,0,0,0
1754591400,0.07572,0.0765,0.07529,0.07644,0.07548491993128975,0.07367931959121107,0,0,0,0
1754591700,0.07644,0.07755,0.07617,0.07676,0.07560635612830978,0.07380013058763417,1,0,0,0
1754592000,0.07676,0.077,0.07652,0.07675,0.07571527459228028,0.07391581174106028,0,0,0,0
1754592300,0.07675,0.0772,0.0763,0.07638,0.07577858177396787,0.07401244657474419,0,0,0,0
1754592600,0.07638,0.07651,0.07534,0.07606,0.07580538350978046,0.07409274278749932,0,0,0,0
1754592900,0.07606,0.07614,0.0758,0.07602,0.07582582317551566,0.07416832150171503,0,0,0,0
1754593200,0.07602,0.07607,0.0749,0.07509,0.0757557447778475,0.07420446575654974,0,0,0,0
1754593500,0.07509,0.07569,0.07504,0.07569,0.07574948337043344,0.07426272200139092,0,0,0,0
1754593800,0.07569,0.07569,0.07407,0.07456,0.07563619923991596,0.07427437996212069,0,1,0,0
1754594100,0.07456,0.07515,0.07454,0.07501,0.07557656121706682,0.07430322780674341,0,0,0,0
1754594400,0.07501,0.07514,0.07454,0.07505,0.07552641252972712,0.07433251299079269,0,0,0,0
1754594700,0.07505,0.07521,0.07478,0.07504,0.07548008752689597,0.07436025757938905,0,0,0,0
1754595000,0.07504,0.07632,0.075,0.07613,0.07554198395290589,0.07442965924294243,0,0,0,0
1754595300,0.07613,0.07808,0.07613,0.07722,0.07570179500501009,0.07453908437067017,0,0,0,0
1754595600,0.07722,0.07752,0.07687,0.07752,0.07587495738548532,0.07465598302280074,0,0,0,0
1754595900,0.07752,0.07791,0.07705,0.07739,0.07601924715829624,0.07476319937484777,0,0,0,0
1754596200,0.07739,0.08004,0.07711,0.07878,0.07628217600036326,0.07492072096799099,1,0,0,0
1754596500,0.07878,0.07891,0.07748,0.07772,0.07641911161937628,0.07503049661630506,0,0,0,0
1754596800,0.07772,0.07814,0.07583,0.07628,0.0764058628937214,0.07507949674899898,0,0,0,0
1754597100,0.07628,0.0766,0.07554,0.07642,0.07640720928479555,0.07513206550394019,0,0,0,0
1754597400,0.07642,0.07742,0.07638,0.07693,0.07645699887671978,0.07520257273907979,0,0,0,0
1754597700,0.07693,0.07737,0.07677,0.07701,0.07650966565036552,0.07527345223950803,0,0,0,0
